codigo_barras,nome_produto,descricao
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L/V SHEFA SEM
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(4,81)"
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE 1LT INT.LIDER
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 15062 10/01/2017
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,##04012010#LEITE SHEFA SEMIDESN UND
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,22)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(1,30)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA 1L GARRAFA INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#0#04039000#LEITE TIROL INTEGRAL 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LTE UHT GFA DES SHEF
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE 1LT SHEFA GARR
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE%20SHEFA%20PET%201L%20DESN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE 1LT SHEFA GARRAFA DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL INTEGRAL 1LT UN1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA UHT 1L, INTEGRAL"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L V SHEFA GFA 1L INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LVIDA TIROL 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA PET 1L SEMI DES
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA INTEGRAL PET 1000 ML
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,LEITE LV SHEFA 1L SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA DESN GFA 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L V SHEFA D 1L
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER 1LT INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT INTEGRAL TIROL 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,BANANA PRATA KG
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT DESNAT SHE
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT 1L DESNATA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L DESNAT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT 1 L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA INTEGRAL GFA 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1 LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA 1L INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL-LEITE UHT 1L INT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LV TIROL 1L DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL UHT INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA GARRAFA INTEGRAL LITRO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA INTEGRAL 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE SEMI DESNAT1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESN.UHT 1LT(GF)
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA DESNATADO GARRAFA 1L
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LIDER LEITE LV INTEGRAL 1 L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESN.GAR.1LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL 1L DES
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE UHT TIROL TP 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,L SHEFA INTEGRAL GFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,24)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL PET
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT INTEGRAL TIROL1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,1701600 4012010 LEITE UHT TIROL 1L INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L GFA SEM-DESN
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT GFA S
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL 1000ML SD
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LIDER INTEGRAL TP 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL L.VIDA 1L IN
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L I
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TP TIROL 1L INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##04012010#LEITE TIROL INT 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA DESN
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL SEMI DESNATADO 1 L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE.SHEFA.INTEGR1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L V SHEFA PET 1 LT DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA 1L INT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.V.TIROL DESN.1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE GARRAFA SHEFA 1L INTEGRAL
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LONGA VIDA TIROL SEMI DESN 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEIT SHEFA GARRAF DES 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL UHT 1L INTEGR
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER C/12 IN
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA INTEGRA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL G
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,25)"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,TIROL LEITE 1L DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L DESN.GARRAF
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,L.SHEFA DES.GARR
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.VIDA TIROL 1L DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DES 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA SEMIDESNATADO GARRAFA 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,< TIROL SEM
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO GARRAFA 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT GFA DESNATADO SHEFA 1000 ML
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL GAR 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA PET 1L SEMI DESNAT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1LT INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA LV INT GFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V. SHEFA UHT INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL UHT 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.VIDA TIROL 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNAT
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE L.VIDA LIDER INTEG 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL TIROL
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,"LEITE LIDER I(2,00)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA 1L INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SEMI DESN SHEFA GF1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA SEMI-DESNATADO GFA 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DES GF 1
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER INT 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT TIROL 1L SEMI DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##04012010#LEITE INTEGRAL TIROL UHT 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LV TIROL DES LGT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,* LV SHEFA INT GF 1L UNI
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL DESNA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI GF 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1000ML SEMIDESNATA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE DESNATADO GFA 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,ENROLADINHO PEITO DE PERU K
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO GF 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEG SHEFA 1 LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,SHEFA SEMI DES PET L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,69)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARR
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL 1LT SEMI DESNAT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL 1L DESNT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL 1LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L V TIROL DESNATADO 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,*K* LEITE LONGA VIDA INTEGRAL SHEFA PET 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,*LTE.LV.TIROL TP.INTG.1LT PG11 LV12
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LV TIROL DESNATADO 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIRO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L GARRAFA DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNATADO GRFA SHEFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA 1L SEMI DES
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LTE UHT SHEFA G 1L, INTE"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNAT SHEFA GF
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE%20TIROL%201L%20SEMID
7896569400268,LEITE UHT DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE UHT LIDER DESN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,&LTE UHT GFA DES SHEF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TI
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.VIDA TIROL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE DESNATAD
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL DESNATADO 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1 L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRA.1L DESNATAD
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#0401.20.10#LEITE INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,##04012010#LV SHEFA INT GF 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNATADO SHEFA GFA 1 LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE GAR SHEFA SEMI DESNATADO 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,68)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(0,19)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE DESNATADO GFA 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1L.
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE/SHEFA/DES/1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL 1LT SEMI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT GARRAFA SHEFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LTE.SHEFA DESNATADO 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,7896256600223 LEITE TIROL INTEGRAL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFFA DESNATA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE%20LV%20SHEFA%201L%20GF%20INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,56)"
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LONGA VIDA LIDER CX C/1
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LIDER LEITE INTEGRAL CX 12X1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L.VIDA TIROL S.DE1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GF INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT GAR INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE LV TIROL INT UN001TP 1L (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 6,000 X 2,1900000"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA 1 LITRO
7896185312433,LEITE UHT ZERO LACTOSE SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV.SHEFA 1LT.ZER (PROD.PROX.VALIDA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(1,20)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LTE SHEFA INT GFA 1L
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE UHT LIDER INT1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA SEMIDE 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARR
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGRAL 1 L.
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1LT GF SEMI DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE GAR INTEG 1L SHEFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,PP LEITE L.V SHEFA I
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI GF 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,59)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INT 1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA LEITE GARRAFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE%20SHEFA%201L%20PET%20INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1LT IN
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.V.1LT TIROL INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,[PROMOCAO] LEITE LV TIROL 1L I
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INT 1L GFA UN SHEFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,37)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,75)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UTH SHEFA INT 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,57)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT INTEG
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE S-D.SHEFA G.1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,17)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LIQ SHEFA 1L SEMI D
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEGRAL 1 L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L DESNATADO GF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEG. TIROL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA L.V.SEMI.GF1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT GRFI
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL 1L SHEFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SEMIIDESNATADO SHEFA 1LITRO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE GAR DESNA 1L SHEFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,11)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL GARRA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GARRAFA DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV 1L SHEFA GFA SEMI DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,1701600#04012010#LEITE TIROL INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESNATADO GAR 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,09)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNAT 1 LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GFA INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEG.TIROL 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMI-DESNATA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE%20SHEFA%201L%20GARRAFA%20SEMI-DESNATA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE PET SHEF 1L SE
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI 1L GAR
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,TIROL LEITE 1L DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1LT S DES
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L V TIR
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL INTEGRAL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA DESNAT GFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL 1 LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.VIDA TIROL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GF.INTEGR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA I.1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.TIROL INT.1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO GARRAFA 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L.V.TIROL 1L SEMI DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEI LV SHE INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT.TIROL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT 1L SEMI DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT GARRAFA 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L.V.TIROL SEMI-DESN.
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV/ TIROL 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GAR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA INTEGRAL 1L
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE UHT SHEFA INTEGRAL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEIT LV TIROL 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L VIDA TIROL INTEG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA I GF 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,63)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA INTEGRAL GF 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA LV 1L DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT.UHT 1LT(GF)
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL 1L TP INT
